User ID,Subscription Type,Monthly Revenue,Join Date,Month of Joining ,Year of Joining,Last Payment Date,Last Payment Year,Current Status ,Country,Age,Age group ,Gender,Device,Plan Duration
1936,Premium,13,15-Jul-22,Jul,2022,10-07-2023,July,Active ,France,36,Youth,Male,Laptop,1 Month
1937,Basic,14,16-Jul-22,Jul,2022,07-07-2023,July,Active ,Brazil,32,Youth,Male,Smart TV,1 Month
1938,Standard,10,18-Jul-22,Jul,2022,08-07-2023,July,Active ,Mexico,45,Adult,Female,Smartphone,1 Month
1939,Standard,11,13-Aug-22,Aug,2022,09-07-2023,July,Active ,Spain,43,Adult,Female,Tablet,1 Month
1940,Basic,10,14-Aug-22,Aug,2022,10-07-2023,July,Active ,Italy,35,Youth,Male,Tablet,1 Month
1941,Premium,13,16-Aug-22,Aug,2022,07-07-2023,July,Active ,Spain,29,Youth,Female,Smart TV,1 Month
1942,Basic,14,17-Aug-22,Aug,2022,08-07-2023,July,Active ,Spain,33,Youth,Female,Smart TV,1 Month
1943,Standard,14,25-Aug-22,Aug,2022,08-07-2023,July,Active ,United States,49,Adult,Male,Smart TV,1 Month
1944,Premium,15,28-Aug-22,Aug,2022,09-07-2023,July,Active ,Canada,27,Youth,Male,Tablet,1 Month
1945,Basic,14,29-Aug-22,Aug,2022,07-07-2023,July,Active ,United States,39,Adult,Female,Smart TV,1 Month
1946,Basic,10,11-Sep-22,Sep,2022,10-07-2023,July,Active ,United States,34,Youth,Female,Smart TV,1 Month
1947,Basic,12,12-Sep-22,Sep,2022,08-07-2023,July,Active ,Canada,39,Adult,Male,Smartphone,1 Month
1948,Standard,11,16-Sep-22,Sep,2022,09-07-2023,July,Active ,United Kingdom,39,Adult,Female,Laptop,1 Month
1949,Premium,15,17-Sep-22,Sep,2022,09-07-2023,July,Active ,Australia,39,Adult,Female,Smart TV,1 Month
1950,Basic,10,21-Sep-22,Sep,2022,10-07-2023,July,Active ,Germany,40,Adult,Female,Laptop,1 Month
1951,Basic,15,23-Sep-22,Sep,2022,08-07-2023,July,Active ,France,40,Adult,Male,Tablet,1 Month
1952,Premium,14,27-Sep-22,Sep,2022,08-07-2023,July,Active ,Brazil,31,Youth,Male,Smartphone,1 Month
1953,Standard,12,09-Oct-22,Oct,2022,09-07-2023,July,Active ,Mexico,47,Adult,Male,Smartphone,1 Month
1954,Standard,11,10-Oct-22,Oct,2022,11-07-2023,July,Active ,Spain,43,Adult,Male,Laptop,1 Month
1955,Basic,13,11-Oct-22,Oct,2022,08-07-2023,July,Active ,Italy,34,Youth,Male,Smartphone,1 Month
1956,Premium,12,12-Oct-22,Oct,2022,08-07-2023,July,Active ,Spain,30,Youth,Female,Tablet,1 Month
1957,Standard,15,13-Oct-22,Oct,2022,09-07-2023,July,Active ,Spain,33,Youth,Female,Smartphone,1 Month
1958,Basic,12,19-Oct-22,Oct,2022,10-07-2023,July,Active ,United States,29,Youth,Male,Tablet,1 Month
1959,Standard,14,21-Oct-22,Oct,2022,07-07-2023,July,Active ,Canada,35,Youth,Female,Smartphone,1 Month
1960,Premium,13,23-Oct-22,Oct,2022,08-07-2023,July,Active ,United States,41,Adult,Female,Laptop,1 Month
1961,Basic,14,24-Oct-22,Oct,2022,10-07-2023,July,Active ,United States,34,Youth,Female,Smartphone,1 Month
1962,Premium,12,26-Oct-22,Oct,2022,09-07-2023,July,Active ,Canada,28,Youth,Female,Tablet,1 Month
1963,Standard,15,27-Oct-22,Oct,2022,07-07-2023,July,Active ,United Kingdom,31,Youth,Male,Smart TV,1 Month
1964,Basic,15,01-Nov-22,Nov,2022,08-07-2023,July,Active ,Australia,29,Youth,Male,Smart TV,1 Month
1965,Standard,12,02-Nov-22,Nov,2022,09-07-2023,July,Active ,Germany,44,Adult,Female,Tablet,1 Month
1966,Premium,10,04-Nov-22,Nov,2022,09-07-2023,July,Active ,France,44,Adult,Female,Tablet,1 Month
1967,Basic,13,05-Nov-22,Nov,2022,06-07-2023,July,Active ,Brazil,29,Youth,Male,Laptop,1 Month
1968,Standard,12,06-Nov-22,Nov,2022,09-07-2023,July,Active ,Mexico,32,Youth,Female,Tablet,1 Month
1969,Premium,11,07-Nov-22,Nov,2022,09-07-2023,July,Active ,Spain,31,Youth,Male,Smartphone,1 Month
1970,Basic,14,08-Nov-22,Nov,2022,08-07-2023,July,Active ,Italy,27,Youth,Male,Laptop,1 Month
1971,Premium,13,08-Nov-22,Nov,2022,06-07-2023,July,Active ,Spain,43,Adult,Female,Laptop,1 Month
1972,Basic,14,09-Nov-22,Nov,2022,10-07-2023,July,Active ,Spain,48,Adult,Male,Tablet,1 Month
1973,Standard,15,09-Nov-22,Nov,2022,09-07-2023,July,Active ,United States,37,Youth,Female,Tablet,1 Month
1974,Standard,11,05-Nov-22,Nov,2022,08-07-2023,July,Active ,Canada,42,Adult,Male,Smartphone,1 Month
1975,Basic,11,04-Nov-22,Nov,2022,07-07-2023,July,Active ,United States,40,Adult,Male,Tablet,1 Month
1976,Premium,13,19-Oct-22,Oct,2022,09-07-2023,July,Active ,United States,37,Youth,Female,Tablet,1 Month
1977,Basic,12,12-Oct-22,Oct,2022,09-07-2023,July,Active ,Canada,31,Youth,Male,Smartphone,1 Month
1978,Standard,11,03-Oct-22,Oct,2022,09-07-2023,July,Active ,United Kingdom,30,Youth,Male,Smart TV,1 Month
1979,Premium,15,28-Sep-22,Sep,2022,08-07-2023,July,Active ,Australia,51,Adult,Female,Smartphone,1 Month
1980,Basic,15,17-Sep-22,Sep,2022,09-07-2023,July,Active ,Germany,42,Adult,Female,Laptop,1 Month
1981,Premium,13,16-Sep-22,Sep,2022,08-07-2023,July,Active ,France,37,Youth,Female,Smartphone,1 Month
1982,Basic,14,15-Sep-22,Sep,2022,09-07-2023,July,Active ,Brazil,44,Adult,Female,Smartphone,1 Month
1983,Standard,11,14-Sep-22,Sep,2022,08-07-2023,July,Active ,Mexico,37,Youth,Male,Tablet,1 Month
1984,Standard,11,15-Sep-22,Sep,2022,09-07-2023,July,Active ,Spain,44,Adult,Male,Smartphone,1 Month
1985,Basic,11,06-Sep-22,Sep,2022,09-07-2023,July,Active ,Italy,40,Adult,Male,Tablet,1 Month
1986,Premium,15,28-Aug-22,Aug,2022,09-07-2023,July,Active ,Spain,27,Youth,Male,Smart TV,1 Month
1987,Basic,12,07-Aug-22,Aug,2022,08-07-2023,July,Active ,Spain,31,Youth,Male,Smart TV,1 Month
1988,Standard,15,07-Aug-22,Aug,2022,10-07-2023,July,Active ,United States,39,Adult,Female,Smartphone,1 Month
1989,Premium,12,06-Aug-22,Aug,2022,09-07-2023,July,Active ,Canada,47,Adult,Female,Tablet,1 Month
1990,Basic,15,30-Jul-22,Jul,2022,09-07-2023,July,Active ,United States,30,Youth,Male,Smart TV,1 Month
1991,Premium,12,30-Jul-22,Jul,2022,08-07-2023,July,Active ,United States,35,Youth,Male,Laptop,1 Month
1992,Basic,14,30-Jul-22,Jul,2022,10-07-2023,July,Active ,Canada,39,Adult,Male,Smartphone,1 Month
1993,Standard,15,19-Jul-22,Jul,2022,08-07-2023,July,Active ,United Kingdom,29,Youth,Female,Tablet,1 Month
1994,Standard,11,17-Jul-22,Jul,2022,10-07-2023,July,Active ,Australia,28,Youth,Male,Laptop,1 Month
1995,Basic,11,12-Jul-22,Jul,2022,08-07-2023,July,Active ,Germany,39,Adult,Male,Tablet,1 Month
1996,Premium,10,11-Jul-22,Jul,2022,10-07-2023,July,Active ,France,34,Youth,Male,Smart TV,1 Month
1997,Basic,14,10-Jul-22,Jul,2022,08-07-2023,July,Active ,Brazil,47,Adult,Male,Smart TV,1 Month
1998,Standard,14,10-Jul-22,Jul,2022,11-07-2023,July,Active ,Mexico,47,Adult,Female,Smart TV,1 Month
1999,Premium,13,08-Jul-22,Jul,2022,08-07-2023,July,Active ,Spain,46,Adult,Male,Smart TV,1 Month
2000,Basic,12,09-Jul-22,Jul,2022,09-07-2023,July,Active ,Italy,31,Youth,Male,Smart TV,1 Month
2001,Premium,10,09-Jul-22,Jul,2022,08-07-2023,July,Active ,Spain,41,Adult,Female,Smart TV,1 Month
2002,Basic,10,09-Jul-22,Jul,2022,11-07-2023,July,Active ,Spain,30,Youth,Female,Smartphone,1 Month
2003,Standard,11,10-Jul-22,Jul,2022,08-07-2023,July,Active ,United States,41,Adult,Male,Tablet,1 Month
2004,Standard,12,12-Jul-22,Jul,2022,08-07-2023,July,Active ,Canada,48,Adult,Female,Laptop,1 Month
2005,Basic,10,13-Jul-22,Jul,2022,09-07-2023,July,Active ,United States,35,Youth,Female,Laptop,1 Month
2006,Premium,13,16-Jul-22,Jul,2022,10-07-2023,July,Active ,United States,41,Adult,Female,Laptop,1 Month
2007,Basic,10,17-Jul-22,Jul,2022,07-07-2023,July,Active ,Canada,39,Adult,Female,Smart TV,1 Month
2008,Standard,10,26-Jul-22,Jul,2022,09-07-2023,July,Active ,United Kingdom,45,Adult,Male,Laptop,1 Month
2009,Premium,10,31-Jul-22,Jul,2022,09-07-2023,July,Active ,Australia,41,Adult,Male,Laptop,1 Month
2010,Basic,13,03-Aug-22,Aug,2022,10-07-2023,July,Active ,Germany,28,Youth,Male,Laptop,1 Month
2011,Premium,10,15-Aug-22,Aug,2022,07-07-2023,July,Active ,France,28,Youth,Female,Tablet,1 Month
2012,Basic,15,18-Aug-22,Aug,2022,10-07-2023,July,Active ,Brazil,48,Adult,Male,Smart TV,1 Month
2013,Standard,10,27-Aug-22,Aug,2022,08-07-2023,July,Active ,Mexico,40,Adult,Female,Smart TV,1 Month
2014,Standard,12,29-Aug-22,Aug,2022,10-07-2023,July,Active ,Spain,39,Adult,Male,Smart TV,1 Month
2015,Basic,12,05-Sep-22,Sep,2022,07-07-2023,July,Active ,Italy,27,Youth,Male,Smartphone,1 Month
2016,Premium,10,06-Sep-22,Sep,2022,11-07-2023,July,Active ,Spain,32,Youth,Female,Smart TV,1 Month
2017,Basic,10,14-Sep-22,Sep,2022,08-07-2023,July,Active ,Spain,38,Adult,Male,Laptop,1 Month
2018,Standard,10,16-Sep-22,Sep,2022,09-07-2023,July,Active ,United States,41,Adult,Female,Laptop,1 Month
2019,Premium,10,18-Sep-22,Sep,2022,10-07-2023,July,Active ,Canada,32,Youth,Female,Laptop,1 Month
2020,Basic,12,23-Sep-22,Sep,2022,11-07-2023,July,Active ,United States,37,Youth,Male,Tablet,1 Month
2021,Basic,12,25-Sep-22,Sep,2022,08-07-2023,July,Active ,United States,50,Adult,Female,Laptop,1 Month
2022,Basic,10,06-Oct-22,Oct,2022,09-07-2023,July,Active ,Canada,48,Adult,Female,Laptop,1 Month
2023,Standard,11,09-Oct-22,Oct,2022,10-07-2023,July,Active ,United Kingdom,37,Youth,Male,Tablet,1 Month
2024,Premium,13,11-Oct-22,Oct,2022,11-07-2023,July,Active ,Australia,46,Adult,Female,Laptop,1 Month
2025,Basic,13,12-Oct-22,Oct,2022,08-07-2023,July,Active ,Germany,46,Adult,Male,Laptop,1 Month
2026,Basic,15,13-Oct-22,Oct,2022,09-07-2023,July,Active ,France,39,Adult,Male,Smart TV,1 Month
2027,Premium,13,17-Oct-22,Oct,2022,10-07-2023,July,Active ,Brazil,42,Adult,Female,Smart TV,1 Month
2028,Standard,11,19-Oct-22,Oct,2022,10-07-2023,July,Active ,Mexico,41,Adult,Female,Smartphone,1 Month
2029,Standard,10,21-Oct-22,Oct,2022,07-07-2023,July,Active ,Spain,28,Youth,Male,Smart TV,1 Month
2030,Basic,14,23-Oct-22,Oct,2022,09-07-2023,July,Active ,Italy,43,Adult,Male,Tablet,1 Month
2031,Premium,14,25-Oct-22,Oct,2022,10-07-2023,July,Active ,Spain,45,Adult,Female,Smart TV,1 Month
2032,Standard,10,27-Oct-22,Oct,2022,09-07-2023,July,Active ,Spain,45,Adult,Male,Smart TV,1 Month
2033,Basic,13,31-Oct-22,Oct,2022,07-07-2023,July,Active ,United States,48,Adult,Male,Smartphone,1 Month
2034,Standard,12,02-Nov-22,Nov,2022,09-07-2023,July,Active ,Canada,30,Youth,Male,Laptop,1 Month
2035,Premium,11,04-Nov-22,Nov,2022,10-07-2023,July,Active ,United States,51,Adult,Female,Smart TV,1 Month
2036,Basic,12,05-Nov-22,Nov,2022,09-07-2023,July,Active ,United States,48,Adult,Female,Smartphone,1 Month
2037,Premium,13,06-Nov-22,Nov,2022,07-07-2023,July,Active ,Canada,41,Adult,Female,Smart TV,1 Month
2038,Standard,11,07-Nov-22,Nov,2022,10-07-2023,July,Active ,United Kingdom,37,Youth,Female,Smartphone,1 Month
2039,Basic,11,08-Nov-22,Nov,2022,09-07-2023,July,Active ,Australia,43,Adult,Male,Laptop,1 Month
2040,Standard,15,08-Nov-22,Nov,2022,08-07-2023,July,Active ,Germany,51,Adult,Male,Laptop,1 Month
2041,Premium,10,09-Nov-22,Nov,2022,07-07-2023,July,Active ,France,34,Youth,Female,Smartphone,1 Month
2042,Basic,10,09-Nov-22,Nov,2022,10-07-2023,July,Active ,Brazil,35,Youth,Female,Smartphone,1 Month
2043,Standard,12,05-Nov-22,Nov,2022,09-07-2023,July,Active ,Mexico,45,Adult,Female,Smart TV,1 Month
2044,Premium,12,05-Nov-22,Nov,2022,10-07-2023,July,Active ,Spain,31,Youth,Male,Smart TV,1 Month
2045,Basic,15,02-Nov-22,Nov,2022,08-07-2023,July,Active ,Italy,50,Adult,Female,Laptop,1 Month
2046,Premium,12,30-Oct-22,Oct,2022,09-07-2023,July,Active ,Spain,41,Adult,Male,Smartphone,1 Month
2047,Basic,11,30-Oct-22,Oct,2022,09-07-2023,July,Active ,Spain,42,Adult,Female,Laptop,1 Month
2048,Standard,11,24-Oct-22,Oct,2022,09-07-2023,July,Active ,United States,41,Adult,Male,Tablet,1 Month
2049,Standard,14,08-Oct-22,Oct,2022,08-07-2023,July,Active ,Canada,34,Youth,Male,Tablet,1 Month
2050,Basic,13,04-Oct-22,Oct,2022,09-07-2023,July,Active ,United States,35,Youth,Female,Smartphone,1 Month
2051,Premium,10,28-Sep-22,Sep,2022,09-07-2023,July,Active ,United States,48,Adult,Male,Smartphone,1 Month
2052,Basic,11,22-Sep-22,Sep,2022,09-07-2023,July,Active ,Canada,39,Adult,Female,Smart TV,1 Month
2053,Standard,14,19-Sep-22,Sep,2022,09-07-2023,July,Active ,United Kingdom,37,Youth,Female,Laptop,1 Month
2054,Premium,10,13-Sep-22,Sep,2022,09-07-2023,July,Active ,Australia,31,Youth,Male,Tablet,1 Month
2055,Basic,14,05-Sep-22,Sep,2022,09-07-2023,July,Active ,Germany,29,Youth,Female,Laptop,1 Month
2056,Premium,10,20-Aug-22,Aug,2022,09-07-2023,July,Active ,France,36,Youth,Male,Tablet,1 Month
2057,Basic,10,10-Aug-22,Aug,2022,08-07-2023,July,Active ,Brazil,32,Youth,Male,Smartphone,1 Month
2058,Standard,10,10-Aug-22,Aug,2022,11-07-2023,July,Active ,Mexico,31,Youth,Female,Smartphone,1 Month
2059,Standard,14,06-Aug-22,Aug,2022,09-07-2023,July,Active ,Spain,31,Youth,Male,Laptop,1 Month
2060,Basic,12,03-Aug-22,Aug,2022,10-07-2023,July,Active ,Italy,29,Youth,Male,Smart TV,1 Month
2061,Premium,10,01-Aug-22,Aug,2022,09-07-2023,July,Active ,Spain,48,Adult,Male,Smart TV,1 Month
2062,Basic,14,28-Jul-22,Jul,2022,10-07-2023,July,Active ,Spain,46,Adult,Male,Tablet,1 Month
2063,Standard,15,22-Jul-22,Jul,2022,09-07-2023,July,Active ,United States,35,Youth,Female,Smartphone,1 Month
2064,Premium,11,22-Jul-22,Jul,2022,11-07-2023,July,Active ,Canada,37,Youth,Female,Tablet,1 Month
2065,Basic,12,20-Jul-22,Jul,2022,09-07-2023,July,Active ,United States,45,Adult,Female,Tablet,1 Month
2066,Premium,15,12-Jul-22,Jul,2022,10-07-2023,July,Active ,United States,48,Adult,Female,Laptop,1 Month
2067,Basic,10,12-Jul-22,Jul,2022,09-07-2023,July,Active ,Canada,44,Adult,Female,Laptop,1 Month
2068,Standard,14,10-Jul-22,Jul,2022,11-07-2023,July,Active ,United Kingdom,47,Adult,Female,Laptop,1 Month
2069,Standard,12,11-Jul-22,Jul,2022,08-07-2023,July,Active ,Australia,35,Youth,Male,Smart TV,1 Month
2070,Basic,10,11-Jul-22,Jul,2022,09-07-2023,July,Active ,Germany,35,Youth,Female,Smartphone,1 Month
2071,Premium,11,09-Jul-22,Jul,2022,08-07-2023,July,Active ,France,35,Youth,Male,Smartphone,1 Month
2072,Basic,15,10-Jul-22,Jul,2022,11-07-2023,July,Active ,Brazil,49,Adult,Female,Laptop,1 Month
2073,Standard,11,12-Jul-22,Jul,2022,08-07-2023,July,Active ,Mexico,50,Adult,Female,Tablet,1 Month
2074,Premium,14,13-Jul-22,Jul,2022,09-07-2023,July,Active ,Spain,44,Adult,Male,Smartphone,1 Month
2075,Basic,14,15-Jul-22,Jul,2022,09-07-2023,July,Active ,Italy,47,Adult,Female,Tablet,1 Month
2076,Premium,15,16-Jul-22,Jul,2022,11-07-2023,July,Active ,Spain,46,Adult,Female,Laptop,1 Month
2077,Basic,11,19-Jul-22,Jul,2022,08-07-2023,July,Active ,Spain,39,Adult,Female,Laptop,1 Month
2078,Standard,15,23-Jul-22,Jul,2022,10-07-2023,July,Active ,United States,34,Youth,Male,Laptop,1 Month
2079,Standard,10,28-Jul-22,Jul,2022,09-07-2023,July,Active ,Canada,31,Youth,Female,Smart TV,1 Month
2080,Basic,10,14-Aug-22,Aug,2022,11-07-2023,July,Active ,United States,46,Adult,Female,Laptop,1 Month
2081,Premium,15,18-Aug-22,Aug,2022,08-07-2023,July,Active ,United States,30,Youth,Male,Smart TV,1 Month
2082,Basic,12,23-Aug-22,Aug,2022,12-07-2023,July,Active ,Canada,29,Youth,Male,Tablet,1 Month
2083,Standard,12,27-Aug-22,Aug,2022,09-07-2023,July,Active ,United Kingdom,42,Adult,Male,Tablet,1 Month
2084,Premium,13,01-Sep-22,Sep,2022,10-07-2023,July,Active ,Australia,27,Youth,Female,Smartphone,1 Month
2085,Basic,15,02-Sep-22,Sep,2022,09-07-2023,July,Active ,Germany,33,Youth,Male,Laptop,1 Month
2086,Premium,13,04-Sep-22,Sep,2022,12-07-2023,July,Active ,France,45,Adult,Female,Smart TV,1 Month
2087,Basic,13,11-Sep-22,Sep,2022,09-07-2023,July,Active ,Brazil,50,Adult,Male,Tablet,1 Month
2088,Standard,10,16-Sep-22,Sep,2022,09-07-2023,July,Active ,Mexico,42,Adult,Female,Tablet,1 Month
2089,Standard,10,19-Sep-22,Sep,2022,11-07-2023,July,Active ,Spain,29,Youth,Male,Tablet,1 Month
2090,Basic,12,20-Sep-22,Sep,2022,12-07-2023,July,Active ,Italy,31,Youth,Female,Tablet,1 Month
2091,Premium,13,05-Oct-22,Oct,2022,09-07-2023,July,Active ,Spain,42,Adult,Female,Smartphone,1 Month
2092,Basic,10,07-Oct-22,Oct,2022,09-07-2023,July,Active ,Spain,44,Adult,Female,Laptop,1 Month
2093,Standard,10,10-Oct-22,Oct,2022,11-07-2023,July,Active ,United States,34,Youth,Male,Smart TV,1 Month
2094,Premium,13,12-Oct-22,Oct,2022,11-07-2023,July,Active ,Canada,40,Adult,Female,Smart TV,1 Month
2095,Basic,10,13-Oct-22,Oct,2022,08-07-2023,July,Active ,United States,38,Adult,Male,Smart TV,1 Month
2096,Basic,15,15-Oct-22,Oct,2022,09-07-2023,July,Active ,United States,42,Adult,Female,Tablet,1 Month
2097,Basic,10,17-Oct-22,Oct,2022,11-07-2023,July,Active ,Canada,47,Adult,Male,Tablet,1 Month
2098,Standard,15,18-Oct-22,Oct,2022,10-07-2023,July,Active ,United Kingdom,29,Youth,Female,Tablet,1 Month
2099,Premium,11,20-Oct-22,Oct,2022,08-07-2023,July,Active ,Australia,29,Youth,Male,Laptop,1 Month
2100,Basic,14,22-Oct-22,Oct,2022,10-07-2023,July,Active ,Germany,44,Adult,Female,Smart TV,1 Month
2101,Basic,12,25-Oct-22,Oct,2022,11-07-2023,July,Active ,France,31,Youth,Male,Tablet,1 Month
2102,Premium,14,27-Oct-22,Oct,2022,09-07-2023,July,Active ,Brazil,48,Adult,Female,Smartphone,1 Month
2103,Standard,14,01-Nov-22,Nov,2022,07-07-2023,July,Active ,Mexico,32,Youth,Female,Laptop,1 Month
2104,Standard,13,02-Nov-22,Nov,2022,11-07-2023,July,Active ,Spain,28,Youth,Female,Tablet,1 Month
2105,Basic,11,04-Nov-22,Nov,2022,10-07-2023,July,Active ,Italy,36,Youth,Female,Smartphone,1 Month
2106,Premium,10,06-Nov-22,Nov,2022,09-07-2023,July,Active ,Spain,28,Youth,Female,Smartphone,1 Month
2107,Standard,14,07-Nov-22,Nov,2022,07-07-2023,July,Active ,Spain,32,Youth,Female,Smart TV,1 Month
2108,Basic,15,08-Nov-22,Nov,2022,10-07-2023,July,Active ,United States,50,Adult,Female,Smartphone,1 Month
2109,Standard,12,09-Nov-22,Nov,2022,10-07-2023,July,Active ,Canada,44,Adult,Male,Tablet,1 Month
2110,Premium,14,10-Nov-22,Nov,2022,10-07-2023,July,Active ,United States,44,Adult,Female,Smartphone,1 Month
2111,Basic,14,09-Nov-22,Nov,2022,09-07-2023,July,Active ,United States,47,Adult,Male,Laptop,1 Month
2112,Premium,15,09-Nov-22,Nov,2022,10-07-2023,July,Active ,Canada,39,Adult,Female,Smart TV,1 Month
2113,Standard,11,07-Nov-22,Nov,2022,10-07-2023,July,Active ,United Kingdom,44,Adult,Female,Tablet,1 Month
2114,Basic,12,03-Nov-22,Nov,2022,10-07-2023,July,Active ,Australia,46,Adult,Female,Tablet,1 Month
2115,Standard,10,04-Nov-22,Nov,2022,08-07-2023,July,Active ,Germany,31,Youth,Female,Laptop,1 Month
2116,Premium,12,01-Nov-22,Nov,2022,10-07-2023,July,Active ,France,33,Youth,Female,Tablet,1 Month
2117,Basic,13,27-Oct-22,Oct,2022,09-07-2023,July,Active ,Brazil,27,Youth,Male,Laptop,1 Month
2118,Standard,10,23-Oct-22,Oct,2022,10-07-2023,July,Active ,Mexico,34,Youth,Male,Smart TV,1 Month
2119,Premium,14,14-Oct-22,Oct,2022,09-07-2023,July,Active ,Spain,48,Adult,Male,Laptop,1 Month
2120,Basic,14,28-Sep-22,Sep,2022,10-07-2023,July,Active ,Italy,39,Adult,Female,Smart TV,1 Month
2121,Premium,14,25-Sep-22,Sep,2022,09-07-2023,July,Active ,Spain,39,Adult,Male,Laptop,1 Month
2122,Basic,11,23-Sep-22,Sep,2022,10-07-2023,July,Active ,Spain,48,Adult,Female,Smart TV,1 Month
2123,Standard,12,23-Sep-22,Sep,2022,09-07-2023,July,Active ,United States,37,Youth,Female,Tablet,1 Month
2124,Standard,14,14-Sep-22,Sep,2022,11-07-2023,July,Active ,Canada,40,Adult,Male,Laptop,1 Month
2125,Basic,14,05-Sep-22,Sep,2022,09-07-2023,July,Active ,United States,41,Adult,Female,Smartphone,1 Month
2126,Premium,12,13-Aug-22,Aug,2022,09-07-2023,July,Active ,United States,35,Youth,Female,Smartphone,1 Month
2127,Basic,15,12-Aug-22,Aug,2022,09-07-2023,July,Active ,Canada,46,Adult,Male,Smartphone,1 Month
2128,Standard,10,10-Aug-22,Aug,2022,11-07-2023,July,Active ,United Kingdom,28,Youth,Female,Tablet,1 Month
2129,Premium,14,05-Aug-22,Aug,2022,09-07-2023,July,Active ,Australia,29,Youth,Female,Laptop,1 Month
2130,Basic,10,04-Aug-22,Aug,2022,12-07-2023,July,Active ,Germany,46,Adult,Female,Tablet,1 Month
2131,Premium,11,28-Jul-22,Jul,2022,09-07-2023,July,Active ,France,35,Youth,Male,Laptop,1 Month
2132,Basic,12,24-Jul-22,Jul,2022,11-07-2023,July,Active ,Brazil,27,Youth,Male,Smart TV,1 Month
2133,Standard,11,22-Jul-22,Jul,2022,09-07-2023,July,Active ,Mexico,38,Adult,Male,Laptop,1 Month
2134,Standard,13,22-Jul-22,Jul,2022,12-07-2023,July,Active ,Spain,43,Adult,Male,Smart TV,1 Month
2135,Basic,15,19-Jul-22,Jul,2022,09-07-2023,July,Active ,Italy,31,Youth,Female,Smartphone,1 Month
2136,Premium,13,17-Jul-22,Jul,2022,10-07-2023,July,Active ,Spain,29,Youth,Female,Tablet,1 Month
2137,Basic,10,16-Jul-22,Jul,2022,09-07-2023,July,Active ,Spain,34,Youth,Female,Tablet,1 Month
2138,Standard,11,12-Jul-22,Jul,2022,12-07-2023,July,Active ,United States,39,Adult,Male,Smartphone,1 Month
2139,Premium,14,12-Jul-22,Jul,2022,08-07-2023,July,Active ,Canada,34,Youth,Female,Smartphone,1 Month
2140,Basic,14,13-Jul-22,Jul,2022,10-07-2023,July,Active ,United States,51,Adult,Male,Tablet,1 Month
2141,Premium,14,13-Jul-22,Jul,2022,09-07-2023,July,Active ,United States,47,Adult,Female,Tablet,1 Month
2142,Basic,12,13-Jul-22,Jul,2022,11-07-2023,July,Active ,Canada,46,Adult,Male,Smartphone,1 Month
2143,Standard,12,14-Jul-22,Jul,2022,08-07-2023,July,Active ,United Kingdom,46,Adult,Female,Smartphone,1 Month
2144,Standard,14,15-Jul-22,Jul,2022,10-07-2023,July,Active ,Australia,47,Adult,Female,Smartphone,1 Month
2145,Basic,14,16-Jul-22,Jul,2022,09-07-2023,July,Active ,Germany,40,Adult,Female,Smart TV,1 Month
2146,Premium,12,18-Jul-22,Jul,2022,11-07-2023,July,Active ,France,41,Adult,Female,Tablet,1 Month
2147,Basic,12,23-Jul-22,Jul,2022,09-07-2023,July,Active ,Brazil,30,Youth,Female,Smartphone,1 Month
2148,Standard,12,25-Jul-22,Jul,2022,11-07-2023,July,Active ,Mexico,31,Youth,Female,Tablet,1 Month
2149,Premium,14,30-Jul-22,Jul,2022,09-07-2023,July,Active ,Spain,42,Adult,Male,Smart TV,1 Month
2150,Basic,12,06-Aug-22,Aug,2022,11-07-2023,July,Active ,Italy,46,Adult,Female,Tablet,1 Month
2151,Premium,13,14-Aug-22,Aug,2022,08-07-2023,July,Active ,Spain,34,Youth,Female,Smart TV,1 Month
2152,Basic,14,23-Aug-22,Aug,2022,12-07-2023,July,Active ,Spain,42,Adult,Male,Laptop,1 Month
2153,Standard,13,27-Aug-22,Aug,2022,09-07-2023,July,Active ,United States,45,Adult,Male,Tablet,1 Month
2154,Standard,12,29-Aug-22,Aug,2022,10-07-2023,July,Active ,Canada,30,Youth,Male,Smart TV,1 Month
2155,Basic,12,01-Sep-22,Sep,2022,09-07-2023,July,Active ,United States,44,Adult,Male,Smartphone,1 Month
2156,Premium,10,07-Sep-22,Sep,2022,13-07-2023,July,Active ,United States,37,Youth,Male,Smart TV,1 Month
2157,Basic,10,13-Sep-22,Sep,2022,10-07-2023,July,Active ,Canada,43,Adult,Male,Smart TV,1 Month
2158,Standard,12,14-Sep-22,Sep,2022,10-07-2023,July,Active ,United Kingdom,46,Adult,Male,Smartphone,1 Month
2159,Premium,11,17-Sep-22,Sep,2022,12-07-2023,July,Active ,Australia,40,Adult,Female,Tablet,1 Month
2160,Basic,11,23-Sep-22,Sep,2022,12-07-2023,July,Active ,Germany,45,Adult,Female,Smartphone,1 Month
2161,Premium,10,27-Sep-22,Sep,2022,09-07-2023,July,Active ,France,48,Adult,Female,Smartphone,1 Month
2162,Basic,10,03-Oct-22,Oct,2022,10-07-2023,July,Active ,Brazil,43,Adult,Female,Tablet,1 Month
2163,Standard,13,10-Oct-22,Oct,2022,11-07-2023,July,Active ,Mexico,48,Adult,Male,Smart TV,1 Month
2164,Standard,10,12-Oct-22,Oct,2022,11-07-2023,July,Active ,Spain,32,Youth,Female,Smartphone,1 Month
